Order_ID,Order_Date,Customer_Name,Region,Salesperson,Category,Product,Quantity,Unit_Price,Discount_Percentage,Sales,Cost,Profit
ORD05733,2026-04-18,Neelima Chad,East,Anjali,Electronics,Laptop,3,60000,20,144000.0,135000,9000.0
ORD05734,2025-11-07,Jeevika Sachar,North,Priya,Electronics,Printer,10,12000,15,102000.0,90000,12000.0
ORD05735,2025-09-30,Darpan Sharma,South,Amit,Electronics,Monitor,6,15000,5,85500.0,66000,19500.0
ORD05736,2025-11-17,Ubika Naidu,East,Rahul,Electronics,Monitor,9,15000,10,121500.0,99000,22500.0
ORD05737,2025-02-05,Yoshita Borra,West,Vikram,Electronics,Monitor,6,15000,0,90000.0,66000,24000.0
ORD05738,2026-01-14,Ranbir Aggarwal,North,Neha,Electronics,Printer,8,12000,5,91200.0,72000,19200.0
ORD05739,2024-08-22,Chakradhar Roy,South,Vikram,Electronics,Printer,6,12000,20,57600.0,54000,3600.0
ORD05740,2026-04-26,Zayan Bal,East,Karan,Accessories,Mouse,2,800,10,1440.0,1000,440.0
ORD05741,2025-01-17,Umang Thaker,West,Sneha,Electronics,Monitor,4,15000,5,57000.0,44000,13000.0
ORD05742,2025-11-28,Oscar Balakrishnan,North,Amit,Electronics,Printer,7,12000,15,71400.0,63000,8400.0
ORD05743,2025-02-15,Tanmayi Mane,North,Rohit,Electronics,Printer,10,12000,20,96000.0,90000,6000.0
ORD05744,2025-05-30,Turvi Virk,East,Rahul,Electronics,Printer,2,12000,15,20400.0,18000,2400.0
ORD05745,2025-10-05,Isaiah Hegde,East,Vikram,Electronics,Printer,2,12000,0,24000.0,18000,6000.0
ORD05746,2024-12-21,Jyoti Peri,West,Anjali,Electronics,Monitor,2,15000,10,27000.0,22000,5000.0
ORD05747,2025-12-11,Lopa Patil,East,Vikram,Electronics,Laptop,9,60000,5,513000.0,405000,108000.0
ORD05748,2024-10-22,Harrison Chanda,East,Rahul,Electronics,Monitor,1,15000,5,14250.0,11000,3250.0
ORD05749,2026-01-04,Nandini Sharma,West,Neha,Accessories,Mouse,9,800,15,6120.0,4500,1620.0
ORD05750,2026-06-09,Nathaniel Hans,East,Neha,Electronics,Printer,2,12000,10,21600.0,18000,3600.0
ORD05751,2026-07-03,Yashawini Ghosh,East,Pooja,Electronics,Printer,9,12000,15,91800.0,81000,10800.0
ORD05752,2024-10-02,Devika Balay,South,Rohit,Electronics,Monitor,9,15000,5,128250.0,99000,29250.0
ORD05753,2024-12-09,Finn Nanda,West,Vikram,Accessories,Keyboard,3,2500,15,6375.0,5400,975.0
ORD05754,2024-07-04,Mugdha Sridhar,West,Rohit,Accessories,Keyboard,10,2500,5,23750.0,18000,5750.0
ORD05755,2025-06-12,Janya Ganguly,East,Rohit,Electronics,Monitor,8,15000,5,114000.0,88000,26000.0
ORD05756,2024-09-23,Yashoda Natt,West,Priya,Electronics,Laptop,7,60000,5,399000.0,315000,84000.0
ORD05757,2025-06-27,Warhi Palla,East,Vikram,Accessories,Mouse,2,800,5,1520.0,1000,520.0
ORD05758,2025-05-09,Urishilla Dewan,West,Vikram,Electronics,Printer,1,12000,10,10800.0,9000,1800.0
ORD05759,2026-04-01,Leela Vig,East,Amit,Accessories,Keyboard,4,2500,20,8000.0,7200,800.0
ORD05760,2024-10-12,Nicholas Lata,East,Priya,Electronics,Laptop,1,60000,15,51000.0,45000,6000.0
ORD05761,2024-08-09,Hemang Gandhi,South,Anjali,Electronics,Laptop,4,60000,10,216000.0,180000,36000.0
ORD05762,2025-02-25,Nihal Raja,South,Neha,Accessories,Mouse,9,800,10,6480.0,4500,1980.0
ORD05763,2026-06-09,Januja Bhatia,South,Priya,Accessories,Keyboard,7,2500,20,14000.0,12600,1400.0
ORD05764,2025-11-02,Ati Batta,North,Rohit,Accessories,Mouse,4,800,10,2880.0,2000,880.0
ORD05765,2025-11-12,Ekani Bose,South,Priya,Electronics,Laptop,1,60000,15,51000.0,45000,6000.0
ORD05766,2025-12-10,Upadhriti Virk,East,Vikram,Electronics,Monitor,7,15000,10,94500.0,77000,17500.0
ORD05767,2025-01-05,Benjamin Vora,North,Sneha,Electronics,Laptop,5,60000,15,255000.0,225000,30000.0
ORD05768,2024-07-24,Lekha Sahni,East,Rohit,Electronics,Monitor,8,15000,15,102000.0,88000,14000.0
ORD05769,2026-01-10,William Mand,South,Neha,Accessories,Keyboard,9,2500,10,20250.0,16200,4050.0
ORD05770,2025-05-27,Prisha Dugar,North,Sneha,Accessories,Keyboard,1,2500,10,2250.0,1800,450.0
ORD05771,2025-09-01,Gopal Mohanty,North,Karan,Accessories,Mouse,2,800,0,1600.0,1000,600.0
ORD05772,2026-03-21,Tanveer Bhardwaj,West,Pooja,Electronics,Laptop,2,60000,15,102000.0,90000,12000.0
ORD05773,2026-01-14,Gaurangi Johal,East,Karan,Electronics,Printer,6,12000,10,64800.0,54000,10800.0
ORD05774,2025-12-28,Ayush Bora,South,Rahul,Accessories,Keyboard,4,2500,15,8500.0,7200,1300.0
ORD05775,2026-03-12,Aryan Raman,North,Neha,Accessories,Mouse,9,800,15,6120.0,4500,1620.0
ORD05776,2025-08-10,Falak Balay,South,Anjali,Accessories,Mouse,8,800,15,5440.0,4000,1440.0
ORD05777,2025-07-05,Lipika Khanna,South,Vikram,Electronics,Laptop,8,60000,10,432000.0,360000,72000.0
ORD05778,2026-07-04,Gunbir Krishna,East,Anjali,Electronics,Monitor,5,15000,15,63750.0,55000,8750.0
ORD05779,2025-03-13,Udarsh Dalal,North,Rohit,Electronics,Laptop,7,60000,20,336000.0,315000,21000.0
ORD05780,2025-10-07,Peter Chanda,North,Sneha,Accessories,Mouse,3,800,10,2160.0,1500,660.0
ORD05781,2025-11-10,Chatresh Agate,South,Rohit,Electronics,Laptop,3,60000,5,171000.0,135000,36000.0
ORD05782,2025-05-02,Widisha Oak,East,Rohit,Electronics,Monitor,1,15000,20,12000.0,11000,1000.0
ORD05783,2026-06-05,Finn Gill,West,Neha,Electronics,Monitor,9,15000,20,108000.0,99000,9000.0
ORD05784,2026-05-09,Saanvi Majumdar,East,Amit,Electronics,Printer,1,12000,20,9600.0,9000,600.0
ORD05785,2025-06-02,Fariq Puri,South,Vikram,Electronics,Laptop,10,60000,0,600000.0,450000,150000.0
ORD05786,2025-11-13,Yashawini Kapoor,West,Sneha,Accessories,Mouse,4,800,10,2880.0,2000,880.0
ORD05787,2026-02-27,Anvi Mannan,East,Karan,Electronics,Printer,5,12000,5,57000.0,45000,12000.0
ORD05788,2024-11-14,Fiyaz Pillay,West,Rohit,Accessories,Keyboard,6,2500,15,12750.0,10800,1950.0
ORD05789,2024-08-07,Hema Prakash,West,Rohit,Electronics,Monitor,8,15000,10,108000.0,88000,20000.0
ORD05790,2024-11-30,Isha Chawla,North,Vikram,Electronics,Laptop,8,60000,0,480000.0,360000,120000.0
ORD05791,2025-10-05,Arya Mandal,North,Vikram,Electronics,Laptop,8,60000,20,384000.0,360000,24000.0
ORD05792,2025-04-28,Charita Karan,North,Pooja,Electronics,Laptop,4,60000,0,240000.0,180000,60000.0
ORD05793,2025-02-01,Tanvi Kaur,West,Vikram,Accessories,Keyboard,6,2500,15,12750.0,10800,1950.0
ORD05794,2024-12-19,Hemang Chatterjee,South,Rohit,Accessories,Keyboard,9,2500,0,22500.0,16200,6300.0
ORD05795,2026-03-17,Vinaya Yadav,North,Pooja,Accessories,Mouse,7,800,0,5600.0,3500,2100.0
ORD05796,2026-03-08,Gaurav Prakash,North,Sneha,Electronics,Laptop,10,60000,0,600000.0,450000,150000.0
ORD05797,2026-04-15,Vinaya Babu,North,Amit,Accessories,Keyboard,4,2500,5,9500.0,7200,2300.0
ORD05798,2024-09-12,Chandran Venkatesh,North,Sneha,Electronics,Monitor,2,15000,20,24000.0,22000,2000.0
ORD05799,2025-05-10,Nidra Kaur,South,Anjali,Electronics,Monitor,1,15000,15,12750.0,11000,1750.0
ORD05800,2025-10-24,Jacob Salvi,East,Karan,Accessories,Keyboard,5,2500,5,11875.0,9000,2875.0
ORD05801,2025-07-22,Viraj Batta,North,Amit,Electronics,Printer,8,12000,15,81600.0,72000,9600.0
ORD05802,2025-05-18,Tanveer Jain,North,Vikram,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD05803,2025-01-23,Nilima Chopra,East,Rahul,Electronics,Printer,10,12000,20,96000.0,90000,6000.0
ORD05804,2026-04-15,Damini Choudhary,West,Pooja,Electronics,Monitor,4,15000,5,57000.0,44000,13000.0
ORD05805,2025-07-22,Owen Narayan,East,Amit,Accessories,Mouse,2,800,20,1280.0,1000,280.0
ORD05806,2026-01-31,Wazir Mody,West,Rahul,Accessories,Mouse,7,800,10,5040.0,3500,1540.0
ORD05807,2025-02-04,Vasudha Sarna,North,Amit,Electronics,Laptop,4,60000,20,192000.0,180000,12000.0
ORD05808,2024-08-20,Yoshita Kant,East,Anjali,Electronics,Laptop,2,60000,5,114000.0,90000,24000.0
ORD05809,2024-08-11,Vidhi Dasgupta,South,Sneha,Accessories,Keyboard,10,2500,0,25000.0,18000,7000.0
ORD05810,2024-09-04,Yatin Rege,South,Sneha,Electronics,Laptop,5,60000,15,255000.0,225000,30000.0
ORD05811,2026-01-08,Januja Sachdev,South,Rohit,Electronics,Printer,2,12000,15,20400.0,18000,2400.0
ORD05812,2026-02-13,Harrison Patel,South,Priya,Accessories,Keyboard,2,2500,5,4750.0,3600,1150.0
ORD05813,2025-12-17,Onkar Vohra,North,Sneha,Accessories,Mouse,4,800,5,3040.0,2000,1040.0
ORD05814,2024-10-19,Upasna Chakrabarti,South,Anjali,Electronics,Monitor,6,15000,20,72000.0,66000,6000.0
ORD05815,2026-06-18,Unnati Deep,West,Sneha,Electronics,Monitor,9,15000,20,108000.0,99000,9000.0
ORD05816,2025-11-29,Anika Konda,North,Rohit,Accessories,Mouse,8,800,20,5120.0,4000,1120.0
ORD05817,2025-03-25,Gabriel Chada,North,Sneha,Accessories,Mouse,3,800,5,2280.0,1500,780.0
ORD05818,2024-07-21,Chameli Jha,West,Sneha,Electronics,Monitor,5,15000,10,67500.0,55000,12500.0
ORD05819,2025-08-17,Arin Bal,South,Sneha,Electronics,Laptop,2,60000,20,96000.0,90000,6000.0
ORD05820,2026-04-12,Oscar Chana,West,Karan,Accessories,Keyboard,7,2500,0,17500.0,12600,4900.0
ORD05821,2026-02-06,Imaran Wagle,North,Pooja,Electronics,Monitor,10,15000,5,142500.0,110000,32500.0
ORD05822,2025-01-30,Tristan Munshi,North,Pooja,Accessories,Keyboard,6,2500,5,14250.0,10800,3450.0
ORD05823,2025-10-12,Ikshita Shah,West,Pooja,Accessories,Keyboard,10,2500,5,23750.0,18000,5750.0
ORD05824,2025-12-10,Pranav Chopra,South,Karan,Electronics,Laptop,10,60000,5,570000.0,450000,120000.0
ORD05825,2025-04-09,Darpan Narang,South,Pooja,Electronics,Monitor,9,15000,20,108000.0,99000,9000.0
ORD05826,2024-07-21,Omaja Bhattacharyya,West,Anjali,Accessories,Keyboard,3,2500,0,7500.0,5400,2100.0
ORD05827,2026-01-03,Jalsa Sengupta,North,Priya,Accessories,Mouse,5,800,20,3200.0,2500,700.0
ORD05828,2026-03-12,Simon Vyas,South,Vikram,Accessories,Keyboard,10,2500,20,20000.0,18000,2000.0
ORD05829,2026-01-01,Edhitha Hans,West,Rohit,Electronics,Monitor,9,15000,0,135000.0,99000,36000.0
ORD05830,2024-07-28,Dhriti Mangal,North,Anjali,Accessories,Keyboard,7,2500,20,14000.0,12600,1400.0
ORD05831,2024-07-21,Suhani Bedi,North,Karan,Accessories,Keyboard,7,2500,5,16625.0,12600,4025.0
ORD05832,2024-11-30,Gauri Jain,South,Anjali,Accessories,Mouse,10,800,10,7200.0,5000,2200.0
ORD05833,2025-11-06,Anika Saraf,West,Anjali,Accessories,Keyboard,10,2500,10,22500.0,18000,4500.0
ORD05834,2025-01-09,Ekta Deshpande,South,Vikram,Electronics,Laptop,5,60000,10,270000.0,225000,45000.0
ORD05835,2026-01-02,Zaid Vaidya,West,Rahul,Electronics,Printer,2,12000,20,19200.0,18000,1200.0
ORD05836,2025-10-06,Zashil Chakraborty,North,Rahul,Electronics,Monitor,9,15000,10,121500.0,99000,22500.0
ORD05837,2025-08-02,Aishani Chaudhuri,South,Rahul,Electronics,Laptop,3,60000,10,162000.0,135000,27000.0
ORD05838,2025-09-05,Hiral Chokshi,West,Rohit,Electronics,Printer,10,12000,10,108000.0,90000,18000.0
ORD05839,2025-09-27,Panini Bassi,East,Karan,Electronics,Monitor,1,15000,20,12000.0,11000,1000.0
ORD05840,2025-11-27,Sai Banik,West,Rahul,Accessories,Mouse,3,800,10,2160.0,1500,660.0
ORD05841,2025-05-05,Anay Loke,West,Priya,Electronics,Monitor,6,15000,10,81000.0,66000,15000.0
ORD05842,2025-03-13,Dalbir Sehgal,South,Neha,Electronics,Printer,3,12000,5,34200.0,27000,7200.0
ORD05843,2025-09-04,Rajeshri Khalsa,South,Karan,Accessories,Keyboard,1,2500,5,2375.0,1800,575.0
ORD05844,2024-10-27,Lajita Dhar,South,Rahul,Electronics,Printer,3,12000,5,34200.0,27000,7200.0
ORD05845,2026-03-11,Harsh Chaudry,West,Rahul,Electronics,Printer,3,12000,0,36000.0,27000,9000.0
ORD05846,2024-09-23,Chanakya Peri,East,Anjali,Accessories,Keyboard,8,2500,20,16000.0,14400,1600.0
ORD05847,2026-03-25,Ati Mand,East,Amit,Electronics,Printer,7,12000,10,75600.0,63000,12600.0
ORD05848,2026-06-29,Madhav Kothari,South,Vikram,Electronics,Monitor,2,15000,20,24000.0,22000,2000.0
ORD05849,2025-08-22,Bhanumati Balay,South,Pooja,Electronics,Laptop,3,60000,15,153000.0,135000,18000.0
ORD05850,2025-08-18,Hemangini Sule,East,Sneha,Electronics,Printer,7,12000,5,79800.0,63000,16800.0
ORD05851,2025-11-16,Gauri Misra,East,Pooja,Accessories,Keyboard,10,2500,10,22500.0,18000,4500.0
ORD05852,2025-01-05,Tanish Chauhan,South,Sneha,Accessories,Keyboard,2,2500,15,4250.0,3600,650.0
ORD05853,2025-12-24,Saksham Venkatesh,South,Pooja,Electronics,Laptop,7,60000,0,420000.0,315000,105000.0
ORD05854,2025-12-22,Veer Mittal,South,Anjali,Accessories,Keyboard,7,2500,5,16625.0,12600,4025.0
ORD05855,2026-05-05,Ekta Randhawa,North,Rahul,Accessories,Mouse,10,800,5,7600.0,5000,2600.0
ORD05856,2026-05-13,Max Thaman,South,Anjali,Electronics,Laptop,8,60000,0,480000.0,360000,120000.0
ORD05857,2024-08-04,Vinaya Anne,South,Anjali,Electronics,Monitor,8,15000,10,108000.0,88000,20000.0
ORD05858,2025-10-06,Oni Pant,West,Vikram,Electronics,Printer,10,12000,5,114000.0,90000,24000.0
ORD05859,2024-12-13,Maanav Bhargava,East,Vikram,Accessories,Mouse,8,800,15,5440.0,4000,1440.0
ORD05860,2024-07-30,Simon Bhatia,East,Amit,Electronics,Laptop,6,60000,10,324000.0,270000,54000.0
ORD05861,2026-07-02,Eta Mann,East,Rohit,Electronics,Laptop,4,60000,20,192000.0,180000,12000.0
ORD05862,2024-11-26,Sarthak Chander,East,Priya,Accessories,Mouse,2,800,10,1440.0,1000,440.0
ORD05863,2026-01-19,Yagnesh Ratta,North,Vikram,Electronics,Laptop,7,60000,5,399000.0,315000,84000.0
ORD05864,2024-08-17,Nidra Wason,West,Pooja,Electronics,Monitor,2,15000,5,28500.0,22000,6500.0
ORD05865,2024-08-21,Rachita Sharaf,East,Karan,Electronics,Laptop,6,60000,0,360000.0,270000,90000.0
ORD05866,2024-08-07,Zaid Thakkar,South,Anjali,Electronics,Laptop,4,60000,0,240000.0,180000,60000.0
ORD05867,2024-11-20,Udyati Narayanan,South,Sneha,Electronics,Printer,5,12000,0,60000.0,45000,15000.0
ORD05868,2024-09-08,Nakul Tella,West,Priya,Accessories,Keyboard,7,2500,5,16625.0,12600,4025.0
ORD05869,2026-04-30,Radha Rout,West,Neha,Accessories,Mouse,7,800,15,4760.0,3500,1260.0
ORD05870,2025-12-11,Bhavya Patel,West,Priya,Electronics,Monitor,10,15000,15,127500.0,110000,17500.0
ORD05871,2025-02-14,Fitan Aggarwal,East,Rohit,Electronics,Monitor,1,15000,0,15000.0,11000,4000.0
ORD05872,2024-10-07,Omya Bhagat,East,Vikram,Accessories,Keyboard,9,2500,5,21375.0,16200,5175.0
ORD05873,2026-04-30,Pooja Khanna,West,Pooja,Electronics,Printer,3,12000,0,36000.0,27000,9000.0
ORD05874,2025-03-20,Nandini Agate,West,Pooja,Electronics,Laptop,7,60000,5,399000.0,315000,84000.0
ORD05875,2026-03-06,Dipta Thakkar,East,Rohit,Electronics,Laptop,8,60000,15,408000.0,360000,48000.0
ORD05876,2026-04-12,Januja Mutti,South,Karan,Accessories,Keyboard,3,2500,15,6375.0,5400,975.0
ORD05877,2026-01-21,Vasudha Peri,South,Rahul,Electronics,Laptop,8,60000,10,432000.0,360000,72000.0
ORD05878,2026-04-24,Maanas Ramanathan,East,Rahul,Electronics,Monitor,3,15000,15,38250.0,33000,5250.0
ORD05879,2026-04-12,Indrajit Reddy,South,Karan,Electronics,Monitor,10,15000,0,150000.0,110000,40000.0
ORD05880,2024-09-19,Dalaja Kaur,West,Priya,Electronics,Monitor,4,15000,20,48000.0,44000,4000.0
ORD05881,2025-07-27,Anya Garg,North,Pooja,Electronics,Laptop,9,60000,15,459000.0,405000,54000.0
ORD05882,2026-01-16,Yashasvi Nadkarni,North,Anjali,Accessories,Mouse,9,800,10,6480.0,4500,1980.0
ORD05883,2025-05-04,Libni Mahal,South,Karan,Electronics,Printer,2,12000,15,20400.0,18000,2400.0
ORD05884,2025-09-27,Rajeshri Thakkar,West,Karan,Electronics,Printer,7,12000,5,79800.0,63000,16800.0
ORD05885,2025-11-11,Ryan Baral,South,Rohit,Electronics,Monitor,3,15000,5,42750.0,33000,9750.0
ORD05886,2025-11-10,Vrishti Bhagat,West,Anjali,Accessories,Keyboard,3,2500,15,6375.0,5400,975.0
ORD05887,2026-04-01,Hema Choudhury,East,Sneha,Accessories,Keyboard,5,2500,10,11250.0,9000,2250.0
ORD05888,2025-04-21,Gaurav Sengupta,West,Karan,Electronics,Monitor,7,15000,15,89250.0,77000,12250.0
ORD05889,2026-04-13,Qabil Morar,East,Vikram,Electronics,Monitor,7,15000,5,99750.0,77000,22750.0
ORD05890,2024-10-03,Lakshmi Anand,West,Amit,Accessories,Mouse,6,800,10,4320.0,3000,1320.0
ORD05891,2025-11-30,Lavanya Banerjee,South,Sneha,Electronics,Laptop,1,60000,10,54000.0,45000,9000.0
ORD05892,2025-11-29,Sanaya Sami,East,Rahul,Electronics,Monitor,9,15000,15,114750.0,99000,15750.0
ORD05893,2025-03-05,Ojas Saraf,East,Neha,Accessories,Keyboard,10,2500,5,23750.0,18000,5750.0
ORD05894,2026-01-26,Hemangini Gara,South,Rahul,Electronics,Printer,3,12000,15,30600.0,27000,3600.0
ORD05895,2025-07-02,Anusha Aurora,East,Rohit,Accessories,Mouse,9,800,5,6840.0,4500,2340.0
ORD05896,2025-07-29,Wakeeta Nori,North,Karan,Accessories,Mouse,9,800,5,6840.0,4500,2340.0
ORD05897,2025-02-13,Harrison Apte,North,Amit,Electronics,Laptop,5,60000,15,255000.0,225000,30000.0
ORD05898,2026-01-24,Jackson Dhillon,East,Amit,Accessories,Mouse,9,800,20,5760.0,4500,1260.0
ORD05899,2025-04-25,Janani Bedi,North,Sneha,Electronics,Laptop,1,60000,15,51000.0,45000,6000.0
ORD05900,2025-11-26,Jonathan Datta,North,Amit,Electronics,Monitor,7,15000,0,105000.0,77000,28000.0
ORD05901,2025-03-21,Jalsa Dyal,East,Karan,Electronics,Laptop,3,60000,15,153000.0,135000,18000.0
ORD05902,2026-03-01,Neha Korpal,South,Anjali,Electronics,Monitor,3,15000,15,38250.0,33000,5250.0
ORD05903,2024-07-13,Maya Chatterjee,North,Rohit,Electronics,Printer,4,12000,20,38400.0,36000,2400.0
ORD05904,2024-11-21,Jagrati Jha,West,Rahul,Electronics,Laptop,2,60000,15,102000.0,90000,12000.0
ORD05905,2024-08-24,Bahadurjit Zachariah,North,Sneha,Accessories,Keyboard,1,2500,15,2125.0,1800,325.0
ORD05906,2025-11-18,Jhalak Mitter,South,Rohit,Electronics,Printer,10,12000,20,96000.0,90000,6000.0
ORD05907,2025-10-05,Vedhika Savant,South,Anjali,Electronics,Laptop,3,60000,5,171000.0,135000,36000.0
ORD05908,2026-06-02,Osha Kamdar,West,Neha,Accessories,Keyboard,5,2500,20,10000.0,9000,1000.0
ORD05909,2025-02-03,Amaira Gala,West,Karan,Accessories,Keyboard,5,2500,10,11250.0,9000,2250.0
ORD05910,2026-01-02,Elijah Chaudhari,South,Anjali,Accessories,Keyboard,7,2500,5,16625.0,12600,4025.0
ORD05911,2026-03-08,Utkarsh Nanda,West,Rohit,Electronics,Monitor,6,15000,15,76500.0,66000,10500.0
ORD05912,2025-06-08,Lavanya Chauhan,South,Amit,Electronics,Laptop,4,60000,5,228000.0,180000,48000.0
ORD05913,2026-04-27,Dayamai Ravel,East,Anjali,Accessories,Mouse,6,800,20,3840.0,3000,840.0
ORD05914,2025-04-17,Chasmum Gokhale,West,Neha,Accessories,Mouse,5,800,5,3800.0,2500,1300.0
ORD05915,2025-08-20,Yasti Amble,East,Priya,Electronics,Laptop,2,60000,20,96000.0,90000,6000.0
ORD05916,2025-12-01,Vasudha Toor,South,Rohit,Electronics,Printer,5,12000,15,51000.0,45000,6000.0
ORD05917,2025-09-10,Jacob Morar,West,Amit,Accessories,Mouse,2,800,20,1280.0,1000,280.0
ORD05918,2025-12-16,Abha Sengupta,West,Vikram,Electronics,Printer,5,12000,15,51000.0,45000,6000.0
ORD05919,2026-05-11,Maya Balan,West,Pooja,Electronics,Laptop,3,60000,15,153000.0,135000,18000.0
ORD05920,2024-07-22,Ethan Prashad,West,Rahul,Accessories,Mouse,3,800,15,2040.0,1500,540.0
ORD05921,2026-02-03,Arjun Bhandari,West,Karan,Electronics,Monitor,1,15000,15,12750.0,11000,1750.0
ORD05922,2025-09-21,Nidra Divan,South,Amit,Accessories,Keyboard,1,2500,15,2125.0,1800,325.0
ORD05923,2026-04-10,Wakeeta Pathak,West,Rohit,Electronics,Printer,7,12000,10,75600.0,63000,12600.0
ORD05924,2025-04-21,Nakul Kuruvilla,East,Rohit,Accessories,Mouse,8,800,10,5760.0,4000,1760.0
ORD05925,2024-08-27,Frado Patil,East,Anjali,Accessories,Mouse,9,800,20,5760.0,4500,1260.0
ORD05926,2026-05-21,Inaya Pandya,West,Amit,Electronics,Monitor,7,15000,5,99750.0,77000,22750.0
ORD05927,2025-03-16,Ojas Yadav,West,Neha,Accessories,Keyboard,9,2500,5,21375.0,16200,5175.0
ORD05928,2025-09-22,Damyanti Swaminathan,East,Rohit,Accessories,Mouse,8,800,10,5760.0,4000,1760.0
ORD05929,2024-10-10,Bahadurjit Vohra,South,Amit,Electronics,Printer,7,12000,0,84000.0,63000,21000.0
ORD05930,2026-06-04,Aarna Hegde,West,Anjali,Accessories,Keyboard,2,2500,5,4750.0,3600,1150.0
ORD05931,2025-01-26,Nakul Nayak,South,Karan,Accessories,Mouse,7,800,10,5040.0,3500,1540.0
ORD05932,2024-07-11,Simon Acharya,North,Amit,Electronics,Monitor,9,15000,5,128250.0,99000,29250.0
ORD05933,2025-04-15,Urvashi Seshadri,West,Rahul,Accessories,Mouse,2,800,5,1520.0,1000,520.0
ORD05934,2025-10-31,Lajita Anand,North,Amit,Accessories,Mouse,8,800,10,5760.0,4000,1760.0
ORD05935,2026-01-05,Dev Lal,South,Amit,Accessories,Mouse,5,800,10,3600.0,2500,1100.0
ORD05936,2025-01-03,Isaac Mall,East,Priya,Electronics,Laptop,3,60000,15,153000.0,135000,18000.0
ORD05937,2026-06-16,Bina Majumdar,South,Vikram,Accessories,Keyboard,3,2500,10,6750.0,5400,1350.0
ORD05938,2026-01-16,Sai Wali,East,Priya,Electronics,Laptop,3,60000,10,162000.0,135000,27000.0
ORD05939,2025-12-22,Varsha Borde,East,Priya,Electronics,Monitor,5,15000,15,63750.0,55000,8750.0
ORD05940,2025-09-17,Sudiksha Manda,South,Sneha,Electronics,Printer,8,12000,10,86400.0,72000,14400.0
ORD05941,2024-07-09,Radhika Tak,East,Neha,Accessories,Mouse,2,800,5,1520.0,1000,520.0
ORD05942,2025-09-28,Vansha Hari,West,Priya,Accessories,Keyboard,6,2500,20,12000.0,10800,1200.0
ORD05943,2025-06-20,Bhavna Din,North,Rahul,Accessories,Keyboard,5,2500,20,10000.0,9000,1000.0
ORD05944,2024-12-12,Abeer Solanki,East,Pooja,Accessories,Mouse,10,800,5,7600.0,5000,2600.0
ORD05945,2025-01-06,Samuel Bhat,West,Rahul,Electronics,Monitor,10,15000,5,142500.0,110000,32500.0
ORD05946,2025-07-10,Chaitanya Bali,North,Karan,Electronics,Laptop,1,60000,20,48000.0,45000,3000.0
ORD05947,2026-02-16,Hardik Dhar,East,Karan,Accessories,Mouse,10,800,15,6800.0,5000,1800.0
ORD05948,2024-10-04,Varsha Sinha,North,Priya,Electronics,Monitor,6,15000,5,85500.0,66000,19500.0
ORD05949,2024-08-19,Ayushman Nadkarni,South,Vikram,Accessories,Mouse,5,800,5,3800.0,2500,1300.0
ORD05950,2024-09-05,Anmol Desai,North,Sneha,Electronics,Printer,1,12000,5,11400.0,9000,2400.0
ORD05951,2025-12-05,Samuel Wali,North,Priya,Accessories,Keyboard,9,2500,15,19125.0,16200,2925.0
ORD05952,2025-05-06,Darsh Sachdev,North,Anjali,Electronics,Printer,1,12000,0,12000.0,9000,3000.0
ORD05953,2025-12-23,Janaki Butala,North,Pooja,Electronics,Printer,7,12000,5,79800.0,63000,16800.0
ORD05954,2026-02-13,Kalpit Oommen,West,Rahul,Accessories,Mouse,9,800,10,6480.0,4500,1980.0
ORD05955,2024-09-15,Ojasvi Mishra,South,Karan,Electronics,Monitor,9,15000,5,128250.0,99000,29250.0
ORD05956,2024-10-31,Amaira Bassi,North,Vikram,Electronics,Monitor,10,15000,10,135000.0,110000,25000.0
ORD05957,2024-07-24,Urishilla Saha,East,Anjali,Accessories,Mouse,9,800,5,6840.0,4500,2340.0
ORD05958,2026-05-20,Dalaja Varma,West,Sneha,Electronics,Printer,1,12000,0,12000.0,9000,3000.0
ORD05959,2025-01-05,Pushti Grover,North,Priya,Electronics,Laptop,9,60000,10,486000.0,405000,81000.0
ORD05960,2024-10-03,Zehaan Kata,East,Vikram,Electronics,Laptop,3,60000,5,171000.0,135000,36000.0
ORD05961,2026-04-13,Tanvi Gandhi,East,Neha,Electronics,Monitor,5,15000,5,71250.0,55000,16250.0
ORD05962,2025-07-10,Wriddhish Edwin,West,Amit,Electronics,Monitor,1,15000,20,12000.0,11000,1000.0
ORD05963,2026-02-28,Aachal Krishna,West,Sneha,Electronics,Printer,3,12000,0,36000.0,27000,9000.0
ORD05964,2025-04-06,Dayamai Gade,East,Vikram,Accessories,Keyboard,10,2500,20,20000.0,18000,2000.0
ORD05965,2026-06-05,Umang Arora,East,Karan,Electronics,Printer,8,12000,20,76800.0,72000,4800.0
ORD05966,2025-11-08,Odika Kapur,West,Priya,Accessories,Keyboard,6,2500,5,14250.0,10800,3450.0
ORD05967,2025-05-17,Wahab Som,East,Rahul,Electronics,Laptop,10,60000,10,540000.0,450000,90000.0
ORD05968,2025-09-19,Finn Walia,North,Vikram,Accessories,Keyboard,3,2500,5,7125.0,5400,1725.0
ORD05969,2025-09-07,Ishita Ramachandran,West,Vikram,Accessories,Keyboard,5,2500,15,10625.0,9000,1625.0
ORD05970,2026-02-24,Kalpit Rajan,East,Pooja,Electronics,Monitor,10,15000,0,150000.0,110000,40000.0
